uuid,first_name,last_name,Age,City,State,item_count,sale_value,postage,date,repeat_customer
f2e3e511-eaca-495e-8b04-d7a363e5d870,Tracy,Ochoa,22,Paigemouth,Delaware,13,203.85,-6.32,2024-01-02,False
65818413-cd34-4c82-815a-ac85a7533461,Leah,Perez,18,Taylortown,Nevada,7,205.11,4.97,2024-01-02,False
11ea3fd1-1ec2-44dd-b934-499f9248c3c3,Brittany,Smith,74,Martinfurt,Alabama,5,493.32,5.3,2024-01-02,False
9e678d25-117c-4b9c-9d61-c7c8b32d2038,Brandon,Cabrera,42,Merrittborough,South Dakota,14,72.0,3.65,2024-01-02,True
c943f147-8593-47e9-aa58-ed555d06c93d,Christina,Cook,34,West Steven,Nevada,2,132.15,-4.11,2024-01-02,False
0c1bdb80-71f9-4205-ba82-f151967276ef,Lisa,Sampson,54,Lake Rhonda,Massachusetts,9,476.89,-5.23,2024-01-02,True
2bed61e9-97b7-488d-9944-8aa27cf36a2a,Michael,Johnson,66,South Jeffrey,Connecticut,18,170.32,-4.68,2024-01-02,False
783a5be8-765f-43ce-8aff-b7e5a304c82d,Michael,Robinson,54,Austinland,Idaho,16,222.63,-8.38,2024-01-02,False
707f1224-a4ef-4bef-8dfb-179d239fdd86,Joseph,Mack,39,Carterhaven,Idaho,3,459.98,4.62,2024-01-02,True
91ed5924-e09f-4c13-8907-5a69b199147e,Kenneth,Morse,78,Saraberg,Louisiana,12,237.9,3.74,2024-01-02,False
96da074b-0e42-4b9c-9d26-74ccd3830811,Alan,Haas,45,North Anna,Nevada,6,184.39,-2.72,2024-01-02,True
5aba4a28-4b07-4912-9474-6f59d3136e89,Charles,Brewer,47,South Williambury,Utah,2,107.14,4.25,2024-01-02,False
ce993c8f-2b8d-47a6-a59d-6ab846320f29,Cynthia,Nichols,61,New Michele,Delaware,11,362.54,1.7,2024-01-02,False
31ac4b3a-ce91-4f11-b9f7-edea27da4648,William,Hall,80,Wongport,South Carolina,9,223.41,-3.6,2024-01-02,False
789bec86-8ba6-4fba-99c9-7a81bdfa68b0,Michelle,Roberts,34,New Laura,Michigan,12,180.14,2.58,2024-01-02,False
a95e214b-0cec-44a2-b1cf-4efba945078e,Jessica,Leblanc,53,North Katelynport,Virginia,18,337.97,-2.99,2024-01-02,True
20e3e068-1407-4352-ad52-64945071e3ac,Ann,Maddox,78,Walshport,Idaho,1,54.54,-1.4,2024-01-02,True
74594bec-67a2-4603-8ef3-7d168e424717,Kathryn,Brooks,62,Danielton,Hawaii,6,403.48,-5.44,2024-01-02,True
6aff8b42-0e07-496f-97a3-e4d02ab15137,Kimberly,Carter,60,South Christopher,Nevada,6,498.69,-7.27,2024-01-02,False
72729182-84f7-400c-84d9-5df2c19fcf36,Ashley,Malone,78,South Jamesfurt,Texas,23,442.98,6.58,2024-01-02,True
8eda9d98-db02-4c7c-81cd-a5b3b6b3b635,Ann,Huffman,65,Rodriguezland,Mississippi,19,78.64,1.74,2024-01-02,True
70d1b5c9-d8ac-44cd-b44b-1fb1a1657687,David,Owens,30,West Troy,Connecticut,11,222.58,-7.81,2024-01-02,True
65bec47c-9613-4a03-a719-90d41272dba9,Kenneth,Brown,22,East Wayne,Kentucky,8,192.33,5.26,2024-01-02,False
d7d223b4-ea23-43d2-ac8c-60b48515fe8a,Angelica,Weber,68,Port Sarahside,Virginia,11,261.18,8.8,2024-01-02,True
bb3b6619-2ec0-4cf5-b17b-80a9962d7f3a,Steven,Allen,80,Karenland,Louisiana,3,114.68,-2.33,2024-01-02,False
11f8deea-dbc0-44b5-9ad5-657661cd1ac7,Heather,Mcneil,36,Mariashire,Iowa,15,214.34,-8.36,2024-01-02,True
0ca72e8a-ff73-4e03-acbe-e0b92d0e1eab,Megan,Stewart,45,North Rebeccamouth,Texas,9,345.76,-3.77,2024-01-02,False
2d55d213-bfec-4cec-83cb-eab85be4d4af,Pamela,Taylor,33,Castillomouth,New Mexico,22,353.24,6.26,2024-01-02,True
08f9d0de-d27c-4ec2-a659-238f4eaf9802,Jasmine,Smith,42,West Rebeccaside,Connecticut,11,230.63,-5.46,2024-01-02,True
8a7e6e92-8774-438e-88d5-4b4740020619,Katie,Yang,66,Patrickburgh,Arkansas,2,322.14,5.5,2024-01-02,True
b1244587-4ac8-4e4d-a96b-5cf0713f0824,Cheryl,Wheeler,61,Port Michaelville,New Hampshire,17,15.72,-1.59,2024-01-02,False
9fdb362d-cefb-447d-9697-9969a6d1fecd,Heather,Jones,56,Aprilburgh,South Carolina,9,139.81,-9.12,2024-01-02,False
a2264f6b-6fe5-46ae-b6fb-7f30bc3dff46,Gary,Becker,47,Travisfort,Louisiana,2,224.2,-6.26,2024-01-02,True
1df0ea1a-5f83-423d-b3c3-9c4e22622e7c,Brian,Coleman,77,Velazquezfort,South Dakota,18,355.64,-2.44,2024-01-03,False
0098fa27-608f-4c1b-9929-65b892d5ce71,Christopher,Perry,54,North Reneeburgh,Arizona,12,315.33,-9.54,2024-01-03,True
b98538f1-dc90-4ad5-8a55-3a7478d2a794,Kevin,Malone,79,Port Joshua,Michigan,3,175.67,-8.8,2024-01-03,True
77ae1f6d-1b02-4d7f-b50c-d2fff9fc052c,Ashley,Miranda,41,Lake Elizabeth,Kansas,13,39.45,3.37,2024-01-03,False
ba1e8a4c-529d-44ca-beaf-7dc81bbed119,Brianna,Harper,19,Velezstad,Michigan,1,470.35,1.6,2024-01-03,False
a18ceb88-cf66-4ca6-9249-0df1b8b2c559,Lindsay,Mcintyre,66,New Carrie,Delaware,4,236.73,-9.76,2024-01-03,False
7290379d-2cb5-49ad-b7f8-c4ceb8f947d2,Ann,Turner,63,Loveton,Michigan,23,385.79,-3.28,2024-01-03,False
96dbc79f-fcc4-4b10-a5b1-3dcc92435bbc,Michael,Nunez,40,Bakerfurt,Washington,13,360.32,1.27,2024-01-03,False
f543c06d-b07c-4106-8aab-8d9b9aaed236,Jose,Rich,27,West Lacey,Alabama,10,492.74,-8.69,2024-01-03,False
754bac9a-0051-4e63-af13-3bedc3ba93fc,Sierra,Walker,28,West Heather,Minnesota,18,457.29,6.97,2024-01-03,True
96107923-a86b-4b35-85b6-c54fdd832434,Dennis,King,50,Richardsonfurt,Iowa,3,282.99,-3.71,2024-01-03,False
aba5c895-e497-4021-9dea-9d4a9605ac38,Jason,Hancock,35,Malloryfort,Arkansas,19,15.87,-5.32,2024-01-03,True
d4ac1e3e-1ceb-4349-8dad-fdf8e695b1c9,John,Stone,57,Mooreside,New Mexico,4,244.1,5.18,2024-01-03,True
2818c608-ffee-4b5e-bec3-80554125170b,Kathleen,Sandoval,50,Margaretview,Wyoming,6,150.91,-3.15,2024-01-03,True
2e4975fe-2a23-4364-bf6b-05d02d21086a,Mary,Ward,23,New Larry,Utah,3,432.14,-1.7,2024-01-03,False
56234427-9921-4180-8742-4155e27f65af,Andrew,Little,49,West Elizabethburgh,Oklahoma,7,448.54,4.4,2024-01-03,True
c20597ba-b404-4aa9-a838-71fa382feba7,Michael,Adams,50,South Samuel,Oklahoma,13,370.89,1.69,2024-01-03,False
80c602b2-0f46-4fa5-b68c-a572fac134a0,Judith,Crawford,38,Odonnellmouth,Wisconsin,17,39.24,5.31,2024-01-03,False
4e13efb2-a7d3-4031-bc1c-383e4ea7e8bb,Courtney,Sherman,31,West Josephfurt,Utah,22,328.83,8.46,2024-01-03,True
7585d91f-8ba0-43a3-8ae1-586082440e2f,Mario,Phillips,19,West Luis,Mississippi,22,53.39,8.8,2024-01-03,True
b709a64d-8d0e-4480-8544-bb51380e80e5,Jasmine,George,68,Samanthaport,Ohio,23,433.33,-3.54,2024-01-03,False
cb3686bb-ff03-487f-a8ad-458a31e4e081,Michael,Jacobson,27,Port Tyler,Kentucky,10,184.37,4.49,2024-01-03,False
c150f501-ac22-4b23-a586-5c8dd1c2d1fc,Richard,Vargas,68,East Michael,Wyoming,13,312.76,-9.51,2024-01-03,True
651694c6-4929-4a0e-b40f-b8463306611f,Erika,Briggs,55,Port Heatherhaven,Colorado,22,487.88,2.65,2024-01-03,False
7f747307-d6e4-46da-a08d-b828bb2cad1f,Joy,Ellis,35,Morenohaven,Alaska,12,266.3,0.19,2024-01-03,False
0dd76bb2-af49-48aa-bdb0-1513643157b1,Jennifer,Tanner,69,Aaronburgh,Wisconsin,11,297.2,-3.42,2024-01-03,False
42956991-0212-409a-829b-6ddec407a761,Martin,Villegas,79,North Andrea,Georgia,6,126.9,6.91,2024-01-03,False
6dbd34c9-f681-46a7-9264-33518c9ecafb,Cheryl,Blevins,58,Port Kim,Delaware,17,12.15,6.25,2024-01-03,False
02f84b0f-2a9c-4c04-aceb-51d2b4d1a26f,Cory,Mckee,36,Port Joshuachester,Rhode Island,9,259.45,4.38,2024-01-03,False
ca7fdffc-ad17-4fc2-8311-832df90cf450,Ronald,Franklin,27,East Ryanborough,New Jersey,9,62.87,-7.7,2024-01-03,False
e268c18e-e39b-4e81-93f7-614d2e9bdbe9,Jennifer,Stewart,60,Brucebury,Indiana,14,108.51,6.21,2024-01-03,True
02ba89f8-9533-4eaa-ab08-303868932f08,Andrew,Figueroa,43,Port Shawnville,Tennessee,1,298.27,8.54,2024-01-03,True
005f5d60-1197-4e06-8705-5c77b8882605,Savannah,Jackson,44,New Stevenburgh,North Carolina,19,223.8,1.68,2024-01-03,True
513d50e4-d99d-43ba-8bfa-d7343cf3b282,Wanda,Perry,30,Lake Michelle,Wisconsin,17,138.25,2.43,2024-01-03,False
756ae821-de61-449e-a2ad-5cdc378d8914,Sean,Sutton,23,New Garyfurt,Nevada,6,33.99,-7.93,2024-01-03,True
713b953f-52e6-414b-b79e-8ae397d566d3,Ryan,Schwartz,67,Jesuston,Delaware,12,168.21,0.19,2024-01-03,False
ba8bc4b9-a264-4ecc-8ea1-16654752f6a7,Edward,Boyd,45,Lake Douglas,Michigan,8,40.3,5.27,2024-01-03,True
0c9660a8-def4-466e-8d04-3cdc5e5f5b52,Audrey,Carroll,64,Juliemouth,New Jersey,18,289.4,8.56,2024-01-03,False
8912f8e7-a98b-4d0c-b72a-ee1b0a8a0e37,Geoffrey,Yu,22,Mendozaland,Michigan,12,263.51,-3.0,2024-01-03,True
88fe8b6e-e9c8-4c47-81da-d73c52dde42e,Teresa,Roy,68,Lake Codyfort,Connecticut,14,408.54,8.24,2024-01-03,True
4257a87a-90e7-40ac-99fb-ca99738b140a,Hannah,Gray,37,Robertaburgh,Mississippi,6,176.46,1.47,2024-01-03,True
fcb7660b-4af5-49c1-bef5-f5e73d77c417,Kristin,Nguyen,27,Port Patrickchester,Alaska,16,17.27,5.76,2024-01-03,True
b3a5d908-ae8b-46a9-be2a-07615fc49c14,Dominic,Cooke,70,Fosterport,Oregon,1,143.33,-9.88,2024-01-03,True
fd73db44-79cd-4d7b-85c5-d37c72d3c01b,Ryan,Morales,64,North Kirstenshire,Missouri,21,102.3,6.1,2024-01-04,True
3d757c66-ba88-45e6-b682-41969f307821,Derrick,Young,67,New Zachary,Washington,3,409.61,3.8,2024-01-04,True
6c51d82f-2bdf-4db1-b6cd-0948f8679fde,Tara,Perez,58,Lake Davidmouth,Texas,19,459.73,-8.63,2024-01-04,False
b46d42e7-5d7d-4d2e-a6f5-5b26b7711c2f,Meagan,Dunn,63,Rhondaland,Maryland,14,475.2,5.84,2024-01-04,False
a4914ed1-a326-4f1b-9fa8-8ac38edea4ac,Jessica,Sutton,80,Veronicachester,New Mexico,23,304.27,8.81,2024-01-04,False
c56dfa51-af89-40a4-a435-2ab1e0f18633,John,Mcdonald,76,West Melissamouth,Nebraska,4,130.72,-8.89,2024-01-04,False
11816cfa-5d44-4af3-8f96-c1be14a70ba4,Dawn,Massey,77,Trujilloport,New Hampshire,10,40.12,0.69,2024-01-04,True
09c402d1-96f0-40b0-9e5c-e5ba25caccc6,Christopher,Miranda,28,Port Williamberg,Rhode Island,14,322.12,-2.84,2024-01-04,False
c041f940-7d3d-427d-b7a7-a5a6d614d625,Michael,Carter,59,East Kristinborough,North Dakota,23,427.84,8.64,2024-01-04,True
cfdfb0eb-1210-41d2-ae1c-97dd0440d74c,John,Matthews,49,East Michael,Delaware,22,176.32,4.32,2024-01-04,False
ca06ca83-9d51-4f46-8258-4c60a8a610ca,Joseph,Clark,63,Rodgerston,Virginia,1,146.71,2.22,2024-01-04,True
0c06a129-5c0a-4752-a10a-b7745a2a341e,Melissa,Sanchez,70,Wilsonfurt,Alaska,10,263.59,1.46,2024-01-04,True
f2c33746-e151-452f-8ab3-40f1073adbc2,Brianna,James,33,Buckleyfurt,Alaska,6,8.32,-7.93,2024-01-04,False
10ad16c3-4e34-40fb-bb64-d793925cc17b,Jon,Lewis,30,South Jay,Pennsylvania,9,286.46,-9.44,2024-01-04,True
94363375-3634-4d6f-94f8-54c64cf21c55,Evan,Wallace,39,Melvinbury,Maryland,5,374.58,4.66,2024-01-04,False
c9393496-d4e1-4d00-a17d-5edc9658f311,Robert,Huynh,59,Amyfort,Missouri,7,483.15,-1.53,2024-01-04,False
654b0398-0539-438c-9947-2203c9b84cd5,Richard,Davis,18,New Josephburgh,Kansas,15,429.65,-7.61,2024-01-04,True
6d68ffe7-1078-4d5e-8034-e1e5c8bff9f4,Karen,Jennings,21,South Markburgh,Arkansas,6,77.22,-6.53,2024-01-04,False
08f49c73-b365-49f3-971d-0df1173dc286,John,Smith,44,Wangfort,Vermont,23,314.28,5.85,2024-01-04,True
58a69c3a-620a-4e9f-8a79-9b06839e8308,Patrick,Rangel,78,East Derekland,Alabama,17,473.54,-9.55,2024-01-04,True
cdf8b760-87b7-405e-bdfd-98deb46daa9f,Marcia,Barry,77,East Kathryn,Virginia,1,205.41,2.8,2024-01-04,False
727fb56c-3e47-4d83-b562-1ac90c91acc1,Theresa,Robinson,38,North Emilytown,California,6,56.79,9.33,2024-01-04,True
c561688c-5b5f-4854-9ca1-c321d69f5d31,Emily,Carney,60,Tylerfort,Maine,6,474.48,-2.29,2024-01-04,True
bb824985-5ae3-4fe7-8e04-50a4c0e348ff,Claire,Davenport,43,South Diana,Georgia,22,315.5,2.68,2024-01-04,True
f1efc1e5-9161-49c7-ac5f-7b3ae369ebfa,Matthew,Dawson,44,West Brian,Indiana,14,309.92,6.61,2024-01-04,True
791608ca-0592-4885-87d3-7c54d89e7661,Hailey,Johnson,58,Sarahport,Pennsylvania,10,19.64,7.35,2024-01-04,True
8b4f9132-ab0c-41a7-bed4-796e96341f0d,Emily,Johnson,27,West Edwardside,Hawaii,13,180.13,-7.18,2024-01-04,False
6a9f54fc-90ba-4f54-a0e9-4913031930a2,Tammy,Ramos,44,South Tara,Maine,1,183.85,5.21,2024-01-04,False
0896502c-2e22-4d84-a3d9-6d02e5a70fe9,David,Morgan,62,Pooleton,Tennessee,6,420.83,-6.6,2024-01-04,False
a6815ddc-59d5-4d40-a979-261b96448d69,Jay,Bauer,40,Rivaston,Massachusetts,13,109.25,-4.59,2024-01-04,False
73425999-fb5b-4dd5-92da-2100e7fc138d,Jessica,Burke,72,Patrickberg,Wisconsin,19,170.29,5.53,2024-01-04,False
340bc483-175d-452c-9c5b-26b0c037e8d3,Justin,Thomas,27,North Michaelstad,Massachusetts,1,326.69,9.81,2024-01-04,True
d129bfa7-732b-4efb-b133-0137d09ac350,Ashlee,Giles,24,West Jeffrey,Oklahoma,13,16.31,0.29,2024-01-05,True
872d8ca0-8a13-41b5-a33d-a931bde0cae0,Emily,Cox,46,Wilsonton,South Carolina,18,365.65,5.57,2024-01-05,False
b1d3a094-19a1-4814-8f0f-7823512b286a,David,Adkins,44,Port Anthonyshire,Wisconsin,16,410.9,1.51,2024-01-05,True
42f256f8-54b3-478e-9a7a-8b91c27217f7,Jorge,Douglas,65,North Nathaniel,Michigan,6,43.14,-5.97,2024-01-05,False
29d5b709-91de-4534-a755-c649a07b02e6,Marie,Walker,44,Lake Denise,West Virginia,13,434.35,-8.8,2024-01-05,True
3f9aab9f-ce5e-4ee6-884c-087e0abfa1b7,Cassandra,Wilson,43,Lake Stephanieport,Iowa,8,165.92,-4.66,2024-01-05,False
26f9becd-f285-44e5-b978-eeedb6b4f9c3,Brent,Sharp,35,New Kaitlinfort,California,7,495.16,-7.4,2024-01-05,False
0742e341-81ba-4447-89bb-43848df31b7e,Kimberly,Medina,20,Harmontown,Montana,7,222.61,-7.19,2024-01-05,False
eef90bff-875a-4ef5-8c69-63fc7fe13b6e,Michael,Potter,59,Douglashaven,New York,12,169.67,-3.37,2024-01-05,False
1b85a415-15f6-4871-b070-2e8e53078142,Cynthia,Bright,49,Leonstad,Alabama,1,89.66,-9.26,2024-01-05,False
e456e3d0-5c56-4ac7-bf49-2cd7e999e817,Jose,Kirby,77,East Nicholasberg,New Mexico,5,165.5,-4.68,2024-01-05,False
6889e680-f804-4a5c-b20e-e206be6b599c,George,Harris,37,Livingstonbury,Illinois,18,15.48,9.89,2024-01-05,False
0122b9a6-a1ae-4ac1-a9c5-c48fae11046e,Stephen,Atkinson,23,Port Tyler,Kansas,3,279.72,9.75,2024-01-05,True
6f7d7c4e-48d5-448b-a235-828545181b11,Matthew,Rhodes,28,Hillberg,New York,22,313.34,0.99,2024-01-05,False
300dfccc-0056-402c-92ca-ca5601276908,Maureen,Mills,32,Greenville,Georgia,14,42.23,-7.8,2024-01-05,False
31f33141-10f2-408f-8c8f-38191f680199,Melinda,Mcguire,64,Seanmouth,South Carolina,18,287.32,-8.39,2024-01-05,True
230d3950-e263-43c5-a39a-e803f5d9ed1a,Adam,Mccormick,57,East Michaelmouth,New York,14,485.84,8.62,2024-01-05,True
96b5cb74-f492-4db7-82be-760a18fb71b9,Daniel,Aguirre,27,Keithborough,Ohio,11,393.96,-2.79,2024-01-05,False
e0582fe6-2929-4ed3-a09f-73ab2e15b903,James,Clark,66,East Frederick,Delaware,5,88.7,0.22,2024-01-05,False
396587a2-3874-49f5-a6f1-5aa47529ff77,Dylan,Robinson,46,Lake Kyle,Arizona,14,208.31,-1.86,2024-01-05,True
fcc9e90d-cb81-4c02-97fe-062dc4118eae,James,Montgomery,25,Alexandermouth,Pennsylvania,5,360.87,-6.57,2024-01-05,False
ba973edf-870f-47db-b752-016144ea3820,Timothy,Alexander,63,Caseyland,Colorado,10,389.68,3.87,2024-01-05,True
71eb17fc-17b8-4ff3-b5e3-59525b544eae,Emily,Oconnell,34,North Denise,North Dakota,10,96.22,2.16,2024-01-05,False
d0beb2b4-8119-4668-80b4-1cab979d7f6f,Wesley,Jackson,23,Dianafort,Wyoming,5,193.61,-3.14,2024-01-05,False
3bc7f626-bbce-424d-a6db-8daa2efcfb5d,Keith,Rodriguez,62,East Carriefurt,Ohio,5,312.74,-1.94,2024-01-05,False
b9c6db08-9730-42ac-ae36-12bf70bf2f3b,John,Tanner,43,New Davidstad,Michigan,13,325.98,-7.63,2024-01-05,True
ffa98274-2a4d-4116-82b0-313f2c976e54,Jessica,Hanson,51,South Kimberlymouth,Illinois,10,339.25,8.15,2024-01-05,False
22c11f4c-cc87-4c12-b697-e08aec858a50,Sean,Vasquez,38,South Jessicamouth,South Dakota,22,429.22,0.14,2024-01-05,False
d7974be1-95ca-43b7-b067-c4a58c132dad,Charles,Morrison,66,New Donnatown,New Jersey,22,349.76,-6.14,2024-01-05,False
9a964bd5-ec9d-4ce9-b34f-0f49d3a251aa,Amber,Wilson,57,Markside,Iowa,11,53.0,0.56,2024-01-05,True
c23a23f4-e9b9-4c78-bb90-708f890a5fd4,Melissa,Graham,56,East Sethview,Utah,4,181.6,2.5,2024-01-05,False
5b08357f-7714-42af-af92-229e77831f95,Lisa,Jones,70,West Troy,Delaware,2,226.47,8.78,2024-01-05,True
d5fb0c8f-fcac-4e57-a609-68a8e6bbb887,Christina,Perkins,19,West Richardport,Nevada,23,74.82,9.3,2024-01-05,False
4de09f44-636a-4d42-815c-dccaa3bc5011,Timothy,Richmond,76,Richardsonview,North Dakota,5,411.79,-8.24,2024-01-05,False
bfbde291-e60e-481c-b14b-f87c37505542,Valerie,Gregory,78,West Oscar,Minnesota,23,155.86,7.68,2024-01-05,True
9737d284-bbff-4f2d-b12f-14602cda5c39,Edward,Wheeler,47,Miguelland,New York,7,460.63,-6.46,2024-01-05,True
0a934e46-c09f-49ad-b88c-feb4fea3796f,Dustin,Anderson,24,Andersonburgh,Vermont,13,125.88,-1.91,2024-01-05,False
15f00ccd-fa5a-457e-8bd2-991aaa45193d,Amanda,Davis,44,Port Kimberlyfurt,Wisconsin,6,350.26,-7.32,2024-01-05,True
f2f72062-6b99-4345-8dd9-3d23ae408d52,Lisa,Harvey,37,West Rebecca,Florida,7,414.58,0.26,2024-01-06,True
b2bc6b72-4b61-4c3a-baee-5592f92ca505,Jeremy,Hunter,20,Williamfort,California,6,6.65,7.29,2024-01-06,True
f1bb1e1e-9bb1-4a55-a16c-99d63ee07b15,Jennifer,Peters,74,Bookerstad,Delaware,8,69.3,8.8,2024-01-06,False
b2bee24b-f1f8-4735-b831-5126db526364,Marie,Townsend,38,Wendyview,California,12,59.78,1.92,2024-01-06,True
982d05ec-f5c2-4da1-aa38-fd269cbb30ed,Julie,Malone,61,Gailberg,Utah,13,378.66,8.48,2024-01-06,False
87a254c1-9e2a-4c14-bf08-4eb1832399cc,James,Porter,57,South Danny,Massachusetts,7,174.49,-8.58,2024-01-06,True
d6de17e5-3305-4796-acf9-a94328289170,Monica,Perkins,49,Rachelville,Connecticut,17,115.3,-9.6,2024-01-06,False
d02c140c-ead7-4c37-8ba1-366d81eb63e9,Brittany,Lewis,47,Collinsfort,Alaska,23,210.5,5.0,2024-01-06,False
6d7713eb-3d8b-40ce-8a9a-aefebf89eac0,Robert,Miller,79,Jameston,Idaho,13,472.43,-8.47,2024-01-06,True
04b3bd73-7921-4ba0-a30e-5d91f0458114,Katherine,Bell,57,Port Rebeccamouth,Missouri,7,6.44,8.65,2024-01-06,True
8bd98013-83a2-4107-bc37-ab5a44e464bf,Linda,Anderson,69,Dennismouth,Wyoming,2,1.76,0.65,2024-01-06,True
ee347561-25c5-495b-b7a6-c8eed0e1b8a8,Craig,Smith,79,East David,Maine,4,140.63,-4.9,2024-01-06,True
3bd2c77b-d837-4edc-943a-2816cf449377,Jeremy,Barnes,47,Lake Jimmyland,Vermont,14,224.39,-7.75,2024-01-06,False
14188d10-8f99-4f63-97d7-677239e54652,Ashley,Gillespie,65,Port George,Kentucky,3,131.9,7.64,2024-01-06,True
57bc5229-0c7f-4487-90cf-6704e03fb618,Melissa,Jones,77,Amyberg,Kentucky,21,261.83,1.31,2024-01-06,True
10a338dd-9a18-4648-9c53-cf74646e9630,Natasha,King,48,West Robertfort,Georgia,18,223.57,-9.47,2024-01-06,True
927dd033-9cb1-4595-8c8b-c5df1c733b24,Melissa,Nelson,38,Chavezville,Mississippi,18,460.6,-3.11,2024-01-06,True
