uuid,first_name,last_name,Age,City,State,item_count,sale_value,postage,date,repeat_customer
75171fb6-1274-4343-9404-add954ee8bf9,Fred,Gomez,54,East Belindaview,WISCONSIN,8,172.24,0.2,2024-02-02,True
dff02a08-1684-447b-b59d-84ce83ac14a6,Jamie,Clark,33,West Johnnytown,South Carolina,8,299.82,4.1,2024-02-02,True
9273581c-ad3e-4ea5-a9f2-5da1a852c1ba,Ryan,Bryant,40,New Stephanie,Connecticut,20,418.46,8.58,2024-02-02,True
dfcb4549-d78e-4f8f-b869-3e5802e3c172,Zachary,Stein,70,West Chad,Arkansas,15,254.29,2.76,2024-02-02,True
88505a53-e907-4a06-8ef6-f13974a32e3b,Jonathan,Walker,47,East Ronald,Montana,5,216.98,8.1,2024-02-02,False
029b8d1d-4916-49ee-b381-c2426fc1d0ab,Frank,Knight,22,Delacruzside,Wyoming,21,227.2,-2.4,2024-02-02,False
10379372-f6b0-4438-8dcb-1c406692e748,Amy,Herring,34,North Crystal,Indiana ,4,38.15,7.87,2024-02-02,False
04d108ad-7de5-41a8-a34f-b52da57ca45a,Andrea,Bowman,56,Andreashire,Wisconsin,5,117.63,-9.42,2024-02-02,True
a1d0d845-847a-471a-a4a7-a535df9622b9,Jessica,Levy,67,South Jason,Indiana,2,406.16,-9.67,2024-02-02,True
f5c9d638-1a56-41ee-8fc9-f3f5957b6044,Gina,Greer,74,East Davidbury,New York,4,414.86,5.44,2024-02-02,True
941cb41f-e188-4c53-ad2f-177e782acbda,Robert,Hess,51,New Timport,South Dakota,23,18.94,-4.63,2024-02-02,True
ba68bc21-af4c-40d0-9660-b1096f4efbf4,Noah,Martin,51,Jeanton,Iowa,15,113.43,-1.74,2024-02-02,False
34726273-630d-4b1c-b1b8-dd7618f1e74a,Kimberly,Ford,62,New Melissa,Tennessee ,1,485.23,-4.5,2024-02-02,False
7d5c30dc-9a07-416f-b5e5-7a48fcce6688,Michael,Montes,71,Knightbury,Maine,6,360.88,4.13,2024-02-02,True
164b2c54-e211-442f-acb5-a43c102a36fd,Kyle,Horton,46,East Seanchester,Idaho,1,241.61,-9.89,2024-02-02,False
3226c4f1-bbb8-47ca-899d-fd42a7216f58,Kimberly,Flores,64,New Ashley,Massachusetts,18,375.5,-3.1,2024-02-02,False
2409559e-255c-45bc-89fc-24cb2b2e2d43,Brandy,Hoffman,27,Morsetown,Vermont,11,34.13,1.47,2024-02-02,False
d06a31ea-3d1e-4f66-9bed-15c5aeb12960,Eric,Brown,20,Sandraside,Kentucky,7,184.3,-7.8,2024-02-03,True
02b36703-756a-443f-8479-981f02bafa76,Christopher,Chavez,57,Lake Glenda,ALABAMA,2,88.2,1.78,2024-02-03,True
6e0d5822-c578-4dde-934c-5a0155532e44,Caitlyn,Grimes,69,Katherineshire,MISSOURI,17,372.3,-6.36,2024-02-03,False
77bec5a0-4d0d-416a-bdcf-f300d172d6aa,Kathryn,Daniel,72,Port Dennisfurt,Colorado,15,303.5,3.51,2024-02-03,True
84b4eaee-2791-42a6-a1f8-8765888a7f62,David,Delacruz,30,Richardsonberg,Pennsylvania,8,233.41,-2.88,2024-02-03,False
2d8fe95c-e2ff-4b7d-aefe-a9ebd52ea623,Kevin,Stout,47,Pamelahaven,Massachusetts ,9,388.7,3.57,2024-02-03,True
d15c3ed7-f9ef-4e2e-9d7c-494b40967dd6,Sherri,Chandler,66,Kristentown,Kansas ,1,471.7,6.98,2024-02-03,False
c995adab-92de-43fe-9e6b-86a89c8a25e5,Jessica,Gibbs,76,Kellyfort,Washington,13,194.15,-2.2,2024-02-03,True
24687064-9001-4c2a-8feb-307740601680,Brittany,Anderson,56,Bennettmouth,Missouri,19,25.87,3.3,2024-02-03,False
74e5ae84-f0ba-4341-a6de-ba7232c18a30,David,Hamilton,52,Cherylshire,Illinois,22,141.38,0.64,2024-02-03,True
1ba18448-9ac6-40b3-8bd3-317dac8f3b30,Dominic,Green,74,Haydenside,Colorado ,10,222.65,-4.37,2024-02-03,True
ced273c1-92af-433a-af52-3dc0259c3938,Mark,Lewis,47,Brendafurt,Missouri,19,400.25,9.73,2024-02-03,True
44cdd12a-fcc0-40ce-8e05-c9a91fb5c34d,Johnny,Shaw,58,Petersonland,South Dakota,18,102.75,4.35,2024-02-03,True
84792593-16f4-4612-a023-6b257154624d,Wanda,Johnson,31,Port Amy,Texas,19,479.35,1.56,2024-02-03,False
39d18373-df10-413f-996c-f1c4d5bef155,Kevin,Williams,78,Williamsview,Illinois,17,237.65,6.3,2024-02-03,False
a29dcdba-ab4b-4f4d-8d2e-15a3a036e69e,Kim,Everett,34,West Richard,Florida ,4,177.98,-4.85,2024-02-03,False
ecee583e-c578-4cda-8000-ed41c46930e7,Richard,Schwartz,61,Lake Anthony,New Mexico ,1,369.64,-2.25,2024-02-03,True
2cdea156-c90f-4c30-94f5-5b20608e5bfa,Regina,Wood,21,Cooperstad,Colorado,6,311.63,-5.83,2024-02-03,True
317984e8-a2ca-4d57-aebf-65fcbeeb51b7,Rebecca,Gutierrez,64,Thompsonstad,Pennsylvania,9,236.79,6.64,2024-02-03,True
e197b389-ee51-409f-80cf-d47cc536355b,Nichole,Webb,69,New Alexandra,Nebraska,6,337.53,6.35,2024-02-03,False
8415271c-33e9-4086-a1eb-7693fb67dbc4,Terri,Flynn,69,Amymouth,Missouri,2,409.26,4.13,2024-02-03,True
246fb517-95bf-4ddd-974d-0d917c32183d,Jesus,Sanchez,53,Murphyhaven,Oklahoma ,11,7.1,-4.56,2024-02-03,False
a99d9528-07c4-47b5-9101-61ea8afba5af,Nicole,Bates,70,Lake Amanda,Ohio,9,372.94,3.6,2024-02-03,False
4eff1439-14dc-4a45-80b0-441284524e14,Elizabeth,Payne,23,Stewartburgh,Hawaii,23,153.53,-2.82,2024-02-03,True
075577ab-54f3-482f-973b-2b60c2f76c5f,Marcus,Carr,36,Port Jenniferhaven,Nebraska,14,315.8,-7.84,2024-02-03,True
2db8a043-ea7c-428c-8fdb-008048ba4c98,John,Phillips,65,Andreachester,Washington,21,393.16,3.21,2024-02-03,False
ba564d67-799b-4f1e-9120-4a7bf5ddef23,Brian,Massey,39,Scottport,New Hampshire,17,16.29,0.54,2024-02-03,False
a909b28e-4b35-4c80-a393-7df250598daf,Thomas,Porter,65,Kevinborough,Alabama,23,92.23,2.45,2024-02-03,True
41294eba-7874-4dd1-80a3-d6291c6eaecc,Kelly,Ellis,47,Alexanderfurt,Colorado,15,122.57,0.46,2024-02-03,False
4765cfcd-7f03-4c1d-9de0-282b5aabd14d,James,Benton,32,West Alexander,New York,19,413.1,-2.92,2024-02-03,False
23a285e7-f418-48cf-bf4a-0210351f4ca1,Adam,Moss,57,New Kevinside,Oregon,11,369.38,-7.51,2024-02-03,True
e6ee01ba-87ca-4ddb-9ec0-e0b908e7ae99,Steven,Mayo,23,Dennishaven,Mississippi,7,426.9,-1.1,2024-02-03,False
873e3b16-17a2-4598-b4dd-bedd4ce4a996,Marie,Huber,45,New Randyfurt,Vermont,20,104.9,2.0,2024-02-03,True
404c19ab-02e3-43ac-866b-2a1fb2a9249f,Melissa,Gray,74,Lake Bryanport,Kansas,5,297.22,-6.64,2024-02-03,False
420adba4-e1b2-4d0c-9d01-6356f5d7248c,Kristin,Gomez,64,Tracyton,Missouri,8,128.21,-3.92,2024-02-03,False
0dd15661-d896-491a-9d50-f7d39ca66ee8,Olivia,Kaiser,20,New Benjamin,New York,17,93.96,4.57,2024-02-03,True
60c0d103-b154-40fd-8363-762fc0ec8406,John,Jenkins,36,Victorport,Maryland,19,430.0,-3.12,2024-02-03,False
a4cbb6e1-4268-4824-afa1-2c4c58bcb260,Laura,Hicks,30,Marystad,Minnesota,2,446.74,-6.62,2024-02-03,False
49902714-9460-4465-9eb1-d2dad50639d7,James,Hawkins,57,North Jackie,FLORIDA,1,280.77,1.51,2024-02-03,False
86cfe02e-a4f6-4887-8e6b-3faf4e54b864,Haley,Oliver,64,Oliviastad,New York,14,318.57,-8.64,2024-02-03,False
de49b132-1f37-4c72-812a-3f331493d5c9,Robert,Neal,60,Harveyborough,Wisconsin,2,145.98,6.2,2024-02-03,True
3d6fffed-7f30-465d-845b-c6fcaf62b0d5,Kenneth,Gibson,67,Reynoldsfurt,North Dakota,23,392.74,-6.5,2024-02-03,True
633efa58-05fb-4111-97c3-d43581876ffe,Amanda,Barrett,24,Port Scottland,Hawaii,18,498.62,8.55,2024-02-03,True
23528996-be3d-41a2-bb6d-fbc7eccc2891,Joyce,Kane,18,Javierfort,Oklahoma,10,343.37,-3.4,2024-02-03,False
b5e37861-f1ff-4899-a96e-b80259b68469,Amy,Morris,43,Toddborough,Alaska,9,120.18,-9.18,2024-02-04,False
530290b7-7cd9-4478-b0ea-f32c71e6122a,William,Jones,41,Lake Steven,Hawaii,17,475.51,-1.99,2024-02-04,False
2641aea7-9268-4589-8ddd-682a7defcd02,Kevin,Henderson,19,Griffinmouth,Pennsylvania,7,472.68,5.98,2024-02-04,True
5e369342-650f-4ab1-9f22-091e7fcfeb26,Betty,Hughes,26,Kevinville,Georgia,7,338.54,-6.93,2024-02-04,False
d66b10f0-0437-4c8c-a344-07aa7edd9367,Sara,Flores,75,Austinview,Pennsylvania,18,421.8,7.27,2024-02-04,True
300b4465-c69c-4e81-b743-dbc87ea954cf,Amanda,Lee,57,Cynthiafort,Wyoming,2,471.8,-9.6,2024-02-04,True
c7d87239-1f8d-4d07-a4a1-87801970b5d2,David,Moreno,30,Port Wesleybury,Iowa,3,355.65,-7.38,2024-02-04,False
448db0ea-0780-423f-b927-5a75e21cc734,Jessica,Smith,65,North Richard,Illinois,20,308.29,-8.42,2024-02-04,False
6a29421d-7ae6-47c0-8f3e-f50e00a74c01,Glen,Sherman,66,Robertfort,Pennsylvania,1,382.16,2.46,2024-02-04,True
31e68762-cf51-4971-984c-a068a40d3112,Evelyn,Ross,80,New Todd,Nevada,10,107.25,2.7,2024-02-04,True
5977936e-3b97-4ffb-99a0-b56e8bc1f02e,Miranda,Morris,55,New Josephburgh,South Carolina,23,54.41,-9.74,2024-02-04,False
fa13f2e4-91ee-4fbc-a937-d12c09b921cd,Kimberly,Williams,41,Chenview,Missouri,1,33.58,-2.36,2024-02-04,True
e2cc0aa2-ca32-4337-96a3-9427c3887ef2,Mary,Conrad,26,Port Greghaven,Vermont,11,386.6,5.46,2024-02-04,False
691db980-0d1c-4cb5-9ae1-07d7c740e626,Yolanda,Munoz,71,New Susan,Minnesota,1,335.46,-8.63,2024-02-04,False
49152059-c95e-441d-8daf-751e13f60acb,Tammy,Cordova,49,Lake Jefferyhaven,Hawaii,8,219.92,4.14,2024-02-04,False
af1b6239-9f77-41dc-9672-d55a48a16e81,Ruben,Curry,48,Woodardton,Louisiana,2,496.27,-8.75,2024-02-04,True
fe83f26c-e4a9-42a7-b354-023d8dbeaf97,Andrew,Hernandez,34,Camachoside,Minnesota,22,335.88,4.49,2024-02-04,True
aebe537e-56bf-42cb-8e90-247c3ac4851f,Jonathan,Gilbert,64,North John,Alabama,16,484.89,2.28,2024-02-04,True
d30c62aa-bc31-4332-b1a8-fdbaa23627aa,Brenda,Howard,29,New Patriciaside,South Carolina,4,431.56,6.21,2024-02-04,False
27f541ae-8ac4-48fd-9d56-8af348e8042a,Amanda,Rocha,42,East Alison,Kentucky,16,56.42,0.91,2024-02-04,True
b32084c0-eead-4aa2-b60d-23cb047d8c60,Timothy,Mckenzie,48,North Anthony,West Virginia,14,124.53,-7.94,2024-02-04,False
7236dfec-37ab-4635-afe6-68c3e13787ee,Donald,Brown,67,New Elizabethmouth,Idaho,2,131.91,-3.98,2024-02-04,True
9e1192b2-5184-4e13-8caf-4f2d67e15041,Maurice,Wood,61,Campbellfurt,TEXAS,6,31.61,6.39,2024-02-04,False
0e0b1b13-cdb7-4b44-8e7b-975d4dee5639,Robert,Clark,56,Kimberlymouth,Wisconsin ,13,333.17,-7.76,2024-02-04,False
d803c6ed-8583-4584-9062-d86a9805682d,Nancy,Nguyen,74,Michaelburgh,Nebraska,13,48.26,5.39,2024-02-04,False
965154dc-0751-46ca-84bd-214c211476f0,Ann,Garza,37,Mayerbury,Kansas,15,220.1,-4.52,2024-02-04,True
440fee3e-b59b-458b-9fb0-8f24b85fefb2,Thomas,Allen,62,Ruizmouth,Minnesota,23,178.0,2.19,2024-02-04,True
3a02a623-cbad-4d34-afab-824be5b9d030,Rhonda,Schultz,22,Amyport,Alabama,23,114.11,3.49,2024-02-04,False
ceeba9a1-65f4-46a3-b206-393faefe7a03,Matthew,Hamilton,45,Grahamton,Tennessee,6,137.0,6.82,2024-02-04,False
372eaefa-11a4-43dc-912a-29297b38631e,Kyle,Vaughn,51,Kennethview,Maryland,22,445.7,-9.82,2024-02-04,False
fb013881-6a13-411d-8fb5-45ea8f7b26c6,Sharon,Fisher,54,Josephhaven,Arkansas,14,202.54,-6.64,2024-02-04,True
fddf926c-cb11-47c5-83e1-82806cd21ad1,Matthew,Black,62,South Heatherfort,Nebraska,21,230.78,8.92,2024-02-04,True
29bfa9dc-4e42-42a5-a998-5a17cd27f4b6,Natalie,Holland,53,Lake Christopher,Indiana,3,183.9,-4.19,2024-02-04,True
dbd4a692-5047-4646-9038-b10b481d590b,Lisa,Oconnor,18,South Alec,New York,22,478.18,-9.26,2024-02-04,True
e0a645dd-7c88-4604-833e-b04a876eeda6,Michael,Reyes,70,Cookburgh,Washington,23,470.25,3.16,2024-02-04,True
6f0a47d7-7b34-4920-8519-2fdb1059bcf0,James,Hicks,71,Lake Ryan,New Mexico,14,123.67,-4.65,2024-02-04,False
2c6b92df-3c20-4d58-9d6d-bbf6abf010af,Brandon,Walsh,50,Michelleberg,WASHINGTON,11,196.91,-4.82,2024-02-05,True
32ef2ab4-ef31-4f65-b9aa-234181d8ed46,James,Kennedy,40,West Timothyfurt,New Mexico,9,255.47,-7.78,2024-02-05,True
8294d605-58ca-4c05-add4-76f5d5774eae,Shelly,Murray,25,Port Davidview,Connecticut,11,460.0,5.22,2024-02-05,False
b6056a5a-f26b-4d5b-9308-48b9a0b71bb6,Michael,Conley,33,North Rachelborough,Washington,9,490.43,5.6,2024-02-05,True
2a79a05e-7386-434c-b5ce-f3b91bc6c4ee,Matthew,Delgado,61,East Gary,New Jersey,4,470.82,7.25,2024-02-05,True
e895f89c-acdd-4754-94bf-618a6ff4e294,Jeffrey,Dunn,34,North Kevin,Tennessee,16,35.17,-9.59,2024-02-05,True
d70051a9-6a6c-43f4-83be-226425275a11,Samantha,Summers,53,Kellybury,PENNSYLVANIA,16,481.44,3.15,2024-02-05,False
de36ddfe-5997-4482-ac7f-ed2b3d946dbd,Jennifer,Carter,69,Russellfort,California,1,335.41,1.59,2024-02-05,False
bf786633-836a-4eb7-ad67-edc64f2e06a5,Shawn,Martinez,74,South Amy,Vermont,4,417.97,-8.2,2024-02-05,False
46bf2a5a-6eba-4159-93e3-161bae0c244e,Katrina,Wise,45,New Kurt,Virginia,1,115.69,3.0,2024-02-05,True
19aed00a-a2c6-4945-b5fa-dafc2efa927f,Margaret,Pearson,31,West Trevorhaven,Georgia,19,56.54,-5.42,2024-02-05,True
59fe1802-cf09-4ba7-971f-14d4b5a92228,Anita,Aguilar,22,East Mitchellmouth,Indiana,2,220.6,3.14,2024-02-05,True
dfb9b6e3-7aec-4667-900a-6385e075d897,Bryan,Carrillo,26,Lake Donaldhaven,North Dakota,3,235.22,-7.65,2024-02-05,False
0ddd370b-a8a6-402e-bf96-3a3c80bc6ca1,Gina,Turner,71,West Danielshire,Delaware,15,419.32,-2.22,2024-02-05,True
684e536d-f74e-4936-98b0-446bcd5967eb,Dawn,Young,22,Michaelfort,Arkansas ,3,478.46,4.11,2024-02-05,False
4dde0fb1-5439-4920-8329-09bb66d8279e,Mark,Hardin,62,Wrightborough,Ohio,10,410.85,9.34,2024-02-05,False
a1160da8-d27c-4efa-99ce-bcb9f08f7c09,Robert,Smith,52,Port Jasonport,Nevada,5,483.55,-3.48,2024-02-05,True
17da7067-328b-4083-852b-efeb8caea83c,Justin,Barrera,26,Jenniferfort,Connecticut,1,283.33,-3.63,2024-02-05,True
17e45fd8-7091-47aa-acc3-a6f80809429d,John,Murphy,35,South Yvonne,Missouri,10,243.59,2.18,2024-02-05,False
968a5d42-9dd7-4f25-8b78-cc6b97e8341e,Jeffrey,Krause,50,Larryland,Arizona,17,155.88,9.63,2024-02-05,False
4ed79355-cf0c-4bce-8e42-6f86f2221d70,Robert,Fisher,79,New Thomasbury,Arizona,6,24.65,0.55,2024-02-05,True
09e1e5f0-97e5-4ab6-8dfe-d4c217a7547e,Melissa,Wood,61,Lake Philiptown,West Virginia,12,59.8,4.47,2024-02-05,False
bf9f0b58-9662-418b-99fe-d1fb9f6a8e8c,Wesley,Underwood,57,Shariport,Alaska,23,367.15,-9.94,2024-02-05,False
e2253f48-cb0f-47bd-b147-60b075e20484,Valerie,Benson,21,North Jamie,Nevada ,18,287.15,3.49,2024-02-05,False
174dd826-b130-42c6-85df-348138b42f22,Melissa,Phillips,73,Robbinsville,Massachusetts,17,281.68,7.59,2024-02-05,True
8a91a119-3bca-4993-9f6c-93b16778f36f,William,Smith,27,East Thomasberg,Alaska,22,283.13,3.18,2024-02-05,False
adbf9b92-8771-4021-9db7-0d49b0392fd4,Austin,Martinez,52,Huntfort,Missouri,12,99.63,-8.84,2024-02-05,False
9707d3dc-bf47-48b0-bca6-cc414ebf3888,Amber,Rogers,65,Howardhaven,Wisconsin,2,301.12,-9.27,2024-02-05,True
ab2e50a6-3236-40f5-b53c-bc092a7606b4,Danielle,Henry,34,North Karenport,Indiana,4,126.65,4.12,2024-02-05,True
dbdae71d-2481-4012-81f4-6be4141236d1,George,Parker,58,Humphreyfurt,Georgia,7,181.46,-9.33,2024-02-05,False
2f55a4e9-0161-4004-8294-0747ca6df481,Cody,Raymond,73,East Todd,Arkansas,15,197.46,8.62,2024-02-05,True
8e2079d7-812a-4bfd-b2b7-1a65c25d7358,Kimberly,Robinson,38,North Michellefort,Virginia,23,178.54,3.4,2024-02-05,False
1984a1c9-eca0-4703-add3-1f7b05fa7e31,Jenny,Mejia,30,Davidmouth,Arizona,2,247.68,5.57,2024-02-05,True
ef95300d-e8d8-4f05-abff-61312c1fb5c2,Lauren,Smith,51,North Joann,Washington,21,242.42,7.24,2024-02-05,True
ef4ea096-6ba8-4660-959c-1b0fdb32215d,John,Woods,28,Fowlerside,NEW YORK,17,261.74,-5.36,2024-02-05,True
5561322c-3369-47d1-affa-583c5eafafa5,Michelle,Young,27,East Adambury,New Mexico,16,426.43,-3.57,2024-02-05,True
c057d395-3ced-44d4-b869-82e3f88e0fc0,Sabrina,Hart,65,Lake Kathleen,NEBRASKA,10,90.49,9.5,2024-02-05,False
b20cb9a1-977c-47a1-8ab0-51c641738648,Scott,Davis,78,Meredithside,South Carolina,11,341.5,-9.8,2024-02-05,True
721120d0-1d96-473c-a93f-e9f1417b2f26,Lisa,Diaz,73,Kathyshire,Kentucky,1,104.89,-2.24,2024-02-05,False
0d0fe79c-f9e3-476b-9215-e061d29bcdb3,Alexis,Lawson,34,Angelaville,Oregon,21,296.19,-9.65,2024-02-05,True
d1f6a9fc-ae70-408d-bb89-617e10ee9253,Karen,Jordan,45,South Carrie,Vermont,14,218.2,-9.91,2024-02-05,True
c34187f4-7b7d-4ee5-b67e-c6450969caf4,Wesley,Lee,50,Lake Sonya,South Carolina,5,335.82,-8.99,2024-02-05,False
9a1f7089-4ee3-4f71-9f91-69e535e4e273,Nicole,Brady,66,Reyesburgh,Wisconsin,6,159.83,-8.69,2024-02-05,True
2027c279-c63e-4a1c-b46a-87de5f164f53,Emily,Reynolds,21,Wallerport,Minnesota,8,134.8,-9.24,2024-02-05,True
0d9c8930-aaab-4178-a7fe-874fb927b885,Katherine,Barnett,39,West Christina,Texas,20,406.51,-9.97,2024-02-05,True
0272c797-553c-40e6-9f09-0bd8502d3ca2,Benjamin,Allen,61,Tuckerfort,Rhode Island,2,232.3,-3.85,2024-02-05,True
942990fe-0d34-48cc-afb3-89a23a2ae4ba,Ethan,Green,75,Josephside,North Carolina,17,310.42,0.38,2024-02-05,False
c2a5fbeb-c756-43f8-84fe-14504f266242,Sonya,Welch,38,Michellefurt,South Dakota,2,89.66,-2.67,2024-02-06,False
961cf3df-8017-4447-bb2f-40bce23ab218,Mark,Hall,57,East Timothy,Idaho,9,321.76,-8.39,2024-02-06,True
b4e03204-5878-4e86-8a38-f43a872726e2,Jay,Joseph,70,Crystalstad,Tennessee,16,74.35,8.2,2024-02-06,False
1e7a57af-6435-481a-b72d-4522b425f58f,Jasmine,Poole,67,Walkerborough,Arkansas,4,173.28,-4.73,2024-02-06,False
7bd8c122-7522-42e3-8061-ab89e5d7bdd6,Barbara,Jackson,45,Kathrynchester,Alaska,19,270.27,-7.57,2024-02-06,True
